note,key,composer,symphony
A,major,Leevi Madetoja,Symphony No. 3 (1925-6)
A,major,Jef Maes,Symphony No. 2 (1965)
A,major,Pierre van Maldere,Symphony VR35
A,major,Pierre van Maldere,Symphony VR41
A,major,Pierre van Maldere,Symphony VR45
A,major,Felix Mendelssohn,"Symphony No. 4, Op. 90 """"Italian"""" (1829–33)"
A,major,Douglas Moore,Symphony No. 2 (1945)
A,major,Wolfgang Amadeus Mozart,"Symphony No. 14, K. 114 (1771)"
A,major,Wolfgang Amadeus Mozart,"Symphony No. 21, K. 134 (1772)"
A,major,Wolfgang Amadeus Mozart,"Symphony No. 29, K. 201 (1774)"
A,major,Nikolai Myaskovsky,"Symphony No. 8, Op. 26 (1924–25)"
A,major,Josef Mysliveček,Sinfonia E10:A1
A,major,Josef Mysliveček,Sinfonia E10:A3
A,major,George Onslow,Symphony No. 1 Op. 41 (1830)
A,major,Karl von Ordóñez,11 symphonies in this key
A,major,Otakar Ostrčil,Symphony (1906)
A,major,John Knowles Paine,"Symphony No. 2 """"Spring"""", Op. 34"
A,major,Gavriil Popov,"Symphony No. 5 """"Pastoral"""", Op. 77 (1956)"
A,major,John Powell,"Symphony """"Virginia"""" (1932-45, rev 1951)"
A,major,Joachim Raff,"Symphony No. 8 """"Voices of Spring"""", Op. 205 (1876)"
A,major,Carl Reinecke,"Symphony No. 1, Op. 79 (1858)"
A,major,"Heinrich XXIV, Prince of Reuss-Köstritz",Symphony No. 2
A,major,Julius Röntgen,Symphony (No. 15) (1931)
A,major,Albert Roussel,"Symphony No. 4 , Op. 53 (1934)"
A,major,Anton Rubinstein,"Symphony No. 3, Op. 56 (finished in 1855)"
A,major,Joseph Ryelandt,"Symphony No. 5, Op. 108 (1933)"
A,major,Camille Saint-Saëns,Symphony in A  (1850)
A,major,Franz Schmidt,Symphony No. 3  (1927–28)
A,major,Bertram Shapleigh,"Symphony No. 2, Op. 68"
A,major,Dmitri Shostakovich,"Symphony No. 15, Op. 141 (1971)"
A,major,Johann Stamitz,"Symphony """"Mannheim"""" (probably written between 1741-6)"
A,major,Max Trapp,"Symphony No. 7, Op. 55"
A,major,Eduard Tubin,"Symphony No. 4 (1943, revised 1978)"
A,major,Johann Baptist Wanhal,Symphony Bryan A1
A,major,Johann Baptist Wanhal,Symphony Bryan A2 (probably written before 1771)
A,major,Johann Baptist Wanhal,Symphony Bryan A3
A,major,Johann Baptist Wanhal,Symphony Bryan A4
A,major,Johann Baptist Wanhal,Symphony Bryan A5
A,major,Johann Baptist Wanhal,Symphony Bryan A6
A,major,Johann Baptist Wanhal,Symphony Bryan A7
A,major,Johann Baptist Wanhal,Symphony Bryan A8
A,major,Johann Baptist Wanhal,Symphony Bryan A9
A,major,Sergei Vasilenko,"Symphony No. 3, Op. 81 (1934. for domra, balalaika orchestra and wind orchestra)"
A,major,José Vianna da Motta,Symphony (1895)
A,major,Samuel Wesley,Symphony (lost) (c. 1781)
A,major,Samuel Wesley,Symphony (1784 or after)
A,major,Richard Wetz,"Symphony No. 2, Op. 47  (1919)"
A,major,Charles-Marie Widor,"Symphony No. 2, Op. 54 (published 1882)"
A,minor,Hugo Alfvén,"Symphony No. 5, Op. 54 (1942, 1952/3)"
A,minor,Kurt Atterberg,"Symphony No. 7 """"Sinfonia Romantica"""", Op.45 (1941-2)"
A,minor,Victor Bendix,"Symphony No. 3, Op. 25  (1895)"
A,minor,Arrigo Boito,Symphony
A,minor,Alexander Borodin,"Symphony No. 3  (sketched between 1884-7 but left incomplete, first two movements finished and orchestrated by Alexander Glazunov)"
A,minor,Havergal Brian,Symphony No. 9  (1951)
A,minor,Havergal Brian,Symphony No. 25  (1965–66)
A,minor,Stephen Brown,"Symphony, The Northern Journey"
A,minor,Samuel Coleridge-Taylor,"Symphony, Op. 8 (1896)"
A,minor,Johann Nepomuk David,"Symphony No. 1, Op. 18 (1937)"
A,minor,Carl Ditters von Dittersdorf,"Symphony """"Il delirio delli compositori, ossia Il gusto d'oggidi"""" (1770s)"
A,minor,Thomas Dunhill,"Symphony, Op. 48 (1914–16)"
A,minor,Johann Friedrich Fasch,Symphony Fwv M:a 1
A,minor,Eduard Franck,Symphony (1846 - lost)
A,minor,Niels Gade,"Symphony No. 3, Op. 15  (1847)"
A,minor,Edward German,"Symphony No. 2 """"Norwich"""" (1893)"
A,minor,Evgeny Golubev,"Symphony No. 5, Op. 45 (1960)"
A,minor,Alexander Gretchaninov,"Symphony No. 2, Op. 27 """"Pastoral"""" (1908)"
A,minor,Howard Hanson,"Symphony No. 3, Op. 33 (1937)"
A,minor,Alfred Hill,"Symphony No. 5 """"Carnival"""" (1955, arrangement of a string quartet from 1912)"
A,minor,Alfred Hill,Symphony No. 13 for Strings (1959)
A,minor,Vincent d'Indy,Symphony No. 1 (1872)
A,minor,Mykola Kolessa,Symphony No. 2 (1966)
A,minor,George Lloyd,Symphony No. 1 (1932)
A,minor,George Alexander Macfarren,Symphony No. 5 (1833)
A,minor,Gustav Mahler,"Symphony No. 6 (1903-4, revised 1906-8)"
A,minor,John Blackwood McEwen,Symphony (1898)
A,minor,Erkki Melartin,"Symphony No. 5 """"Sinfonia Brevis"""", Op. 90 (1915)"
A,minor,Felix Mendelssohn,"Symphony No. 3, Op. 56, """"Scottish"""""
A,minor,Alexander Mosolov,Symphony No. 5 (1959–60)
A,minor,Alexander Moyzes,"Symphony No. 2, Op. 16 (1932, revised 1941)"
A,minor,Wolfgang Amadeus Mozart,"Symphony """"Odense"""" K. Anh 220 (16a) (1765?)"
A,minor,Nikolai Myaskovsky,"Symphony No. 3, Op. 15 (1914)"
A,minor,Nikolai Myaskovsky,"Symphony No. 23 """"Symphony-Suite on Kabardanian Themes"""", Op. 56  (1941)"
A,minor,Arvo Pärt,Symphony No. 4 (2008)
A,minor,Gavriil Popov,"Symphony No. 2 """"Motherland"""", Op.39 (1943)"
A,minor,Sergei Rachmaninoff,"Symphony No. 3, Op. 44 (1935–36)"
A,minor,Joachim Raff,"Symphony No. 11, Op. 214 """"Winter"""" (1876, edited and published by Max Erdmannsdörfer in 1883)"
A,minor,Ferdinand Ries,"Symphony No. 7, Op. 181 (1835)"
A,minor,Jean Rivier,Symphony No. 5 (1950)
A,minor,Julius Röntgen,Symphony (1931)
A,minor,Guy Ropartz,Symphonie sur un Choral Breton. (1894-5)
A,minor,Anton Rubinstein,"Symphony No. 6 , Op. 111 (1886)"
A,minor,Camille Saint-Saëns,"Symphony No. 2, Op. 55  (1859)"
A,minor,Vadim Salmanov,Symphony No. 3 (1963)
A,minor,Bernhard Scholz,"Symphony No. 2, Op. 80 (published 1896)"
A,minor,Franz Schreker,"Symphony, Op. 1"
A,minor,Cyril Scott,"Symphony No. 2, Op. 22 (1903)"
A,minor,Jean Sibelius,"Symphony No. 4, Op. 63 (1909–11)"
A,minor,Alice Mary Smith,Symphony in A minor (probably 1876)
A,minor,Alexandre Tansman,Symphony No. 2 (1926)
A,minor,Randall Thompson,Symphony No. 3
A,minor,Johann Baptist Wanhal,Symphony Bryan a1
A,minor,Johann Baptist Wanhal,Symphony Bryan a2 (1770s)
A,minor,Sergei Vasilenko,"Symphony No. 5, Op. 123 (1947)"
A,minor,Louis Vierne,"Symphony in A minor, Op. 24 (1907-08)"
A,minor,Louis Vierne,"Organ Symphony No. 5 , Op. 47 (1923-4)"
A,minor,Karl Weigl,Symphony No. 6 (1947)
A,minor,Mieczysław Weinberg,"Symphony No. 4 , Op. 61 (1957, rev 1961)"
A,minor,Mieczysław Weinberg,"Symphony No. 6 , Op. 79 (1962–63)"
A,minor,Mieczysław Weinberg,"Symphony No. 10 , Op. 98 (1968)"
B-flat,major,Carl Philipp Emanuel Bach,Symphony Wq.182:2 / H658
B-flat,major,Johann Christian Bach,Symphony Op. 3 No. 4 \ WC 4
B-flat,major,Johann Christian Bach,Symphony Op. 6 No. 4 \ WC 10
B-flat,major,Johann Christian Bach,Symphony WC 17a
B-flat,major,Johann Christian Bach,Symphony Op. 9 No. 1 \ WC 17b
B-flat,major,Johann Christian Bach,Symphony WCInc1
B-flat,major,Johann Christoph Friedrich Bach,Symphony BR C6 (by 1768)
B-flat,major,Johann Christoph Friedrich Bach,Symphony BR C28
B-flat,major,Ludwig van Beethoven,"Symphony No. 4, Op. 60 (1806)"
B-flat,major,Wilhelm Berger,"Symphony No. 1, Op. 71 (1896-7, premiered in 1898)"
B-flat,major,Luigi Boccherini,"Symphony No. 5, Op. 12/5, G. 507 (1771)"
B-flat,major,Luigi Boccherini,"Symphony No. 12, Op. 35/6, G. 514 (1782)"
B-flat,major,Anton Bruckner,Symphony No. 5 (1876)
B-flat,major,Fritz Brun,Symphony No. 2 (1911)
B-flat,major,Fritz Brun,Symphony No. 10 (1953)
B-flat,major,George Whitefield Chadwick,"Symphony No. 2, Op. 21 (1886)"
B-flat,major,Ernest Chausson,"Symphony in B-flat, Op. 20 (1890)"
B-flat,major,James Cohn,Symphony No. 5 for chamber orchestra (1959)
B-flat,major,Franz Danzi,"Symphony, P. 222"
B-flat,major,Antonín Dvořák,"Symphony No. 2, Op. 4, B. 12 (1865)"
B-flat,major,Eduard Franck,Symphony (1858 - lost)
B-flat,major,Eduard Franck,"Symphony No. 2, Op. 52 (1883)"
B-flat,major,Niels Gade,"Symphony No. 4, Op. 20  (1850)"
B-flat,major,Florian Leopold Gassmann,"Symphonies Hill 15, 25, 41, 62, 113. There is also a symphony in B-flat which has been attributed to both Haydn and Gassmann."
B-flat,major,Friedrich Gernsheim,"Symphony No. 4, Op. 62  (1895)"
B-flat,major,Cecil Armstrong Gibbs,"Symphony No. 3 Westmoreland, Op. 104 (1944)"
B-flat,major,Alexander Glazunov,"Symphony No. 5, Op. 55 (1896)"
B-flat,major,Mikhail Glinka,"Symphony in B flat major (sketched and left unfinished in 1824, completed by Petr Klimov)"
B-flat,major,Benjamin Godard,"Symphony No. 2(5), Op.57 (1879)"
B-flat,major,Johannes Haarklou,Symphony No. 1 (1883)
B-flat,major,Joseph Haydn,Symphony No. 35 (1767)
B-flat,major,Joseph Haydn,Symphony No. 51 (composed by 1774)
B-flat,major,Joseph Haydn,Symphony No. 66 (composed by 1779)
B-flat,major,Joseph Haydn,Symphony No. 68 (composed by 1779)
B-flat,major,Joseph Haydn,Symphony No. 71 (composed by 1780)
B-flat,major,Joseph Haydn,Symphony No. 77 (1782?)
B-flat,major,Joseph Haydn,"Symphony No. 85, La Reine (""""The Queen"""") (1785?)"
B-flat,major,Joseph Haydn,Symphony No. 98 (1792)
B-flat,major,Joseph Haydn,Symphony No. 102 (1794)
B-flat,major,Joseph Haydn,"Hob. I/105, better known as the Sinfonia Concertante (1792)"
B-flat,major,Joseph Haydn,"Hob. I/106, for which only one part has survived (1769?)"
B-flat,major,Joseph Haydn,"Hob. I/107, often known not by a number but as Symphony A (composed by 1762)"
B-flat,major,Joseph Haydn,"Hob. I/108, often known not by a number but as Symphony B (composed by 1765)"
B-flat,major,Michael Haydn,"Symphony No. 11, MH 37, Perger 2 (1761)"
B-flat,major,Michael Haydn,"Symphony No. 14, MH 133, Perger 52 (1768-70)"
B-flat,major,Michael Haydn,"Symphony No. 27, Opus 1 No. 1, MH 358, Perger 18 (1784)"
B-flat,major,Michael Haydn,"Symphony No. 33, MH 425, Perger 22 (1786)"
B-flat,major,Michael Haydn,"Symphony No. 36, MH 475, Perger 28 (1788)"
B-flat,major,Heinrich von Herzogenberg,"Symphony No. 2, Op. 70 (1890)"
B-flat,major,Alfred Hill,Symphony No. 1 The Maori (1896–1900)
B-flat,major,Alfred Hill,Symphony No. 6 Celtic (1956)
B-flat,major,Paul Hindemith,Symphony in B flat for Concert Band (1951)
B-flat,major,Leopold Hofmann,Symphony (Badley Bb1) (by 1763)
B-flat,major,Richard Hol,"Symphony No. 3, Op. 101 (1867/84)"
B-flat,major,Vincent d'Indy,"Symphony No. 2, Op. 57  (1902-3)"
B-flat,major,Charles Ives,"Symphony No. 3 """"The Camp Meeting"""" (1904-11)"
B-flat,major,George Alexander Macfarren,Symphony No. 6 (1836)
B-flat,major,Felix Mendelssohn,"Lobgesang, symphony-cantata (Symphony No. 2), Op. 52 (1840)"
B-flat,major,Wolfgang Amadeus Mozart,"Symphony No. 2, K. 17 (spurious)"
B-flat,major,Wolfgang Amadeus Mozart,"Symphony No. 5, K. 22 (1765)"
B-flat,major,Wolfgang Amadeus Mozart,"Symphony No. 24, K. 182 (1773)"
B-flat,major,Wolfgang Amadeus Mozart,"Symphony No. 33, K. 319 (1779)"
B-flat,major,Wilhelm Peterson-Berger,"Symphony No. 1, Baneret (1889–1903/1932–3)"
B-flat,major,Václav Pichl,Symphony Melpomene (Zakin 14) (1768/9)
B-flat,major,Ignaz Pleyel,"Symphony, Benton 125 (1782-4)"
B-flat,major,Ignaz Pleyel,"Symphony, Benton 132 (published 1792)"
B-flat,major,Ignaz Pleyel,"Symphony, Benton 135 (published 1787)"
B-flat,major,Ignaz Pleyel,"Symphony, Benton 150 (published 1799)"
B-flat,major,Sergei Prokofiev,"Symphony No. 5, Op. 100 (1944)"
B-flat,major,Joachim Raff,"Symphony No. 7, Op. 201 """"In den Alpen"""" (1875)"
B-flat,major,Emil von Reznicek,Symphony No. 2 (1904)
B-flat,major,Jean Rivier,Symphony No. 4 for Strings (1941)
B-flat,major,Antonio Rosetti,"Symphony M.A49, Op.13 Book 1 (published by André in 1794)"
B-flat,major,Albert Roussel,"Symphony No. 2, Op. 23  (1919–21)"
B-flat,major,Franz Schubert,"Symphony No. 2, D. 125"
B-flat,major,Franz Schubert,"Symphony No. 5, D. 485 (1816)"
B-flat,major,Robert Schumann,"Symphony No. 1, Op. 38 """"Spring"""" (1841)"
B-flat,major,Harold Shapero,Symphony for Classical Orchestra (1947)
B-flat,major,Charles Villiers Stanford,Symphony No. 1 (by 1875)
B-flat,major,Johan Svendsen,"Symphony No. 2, Op. 15 (1874-6)"
B-flat,major,Karol Szymanowski,"Symphony No. 2, Op. 19 (1909/10)"
B-flat,major,Sergei Taneyev,"Symphony No. 2  (incomplete, 1875)"
B-flat,major,Johann Baptist Wanhal,"Symphony, Bryan Bb1"
B-flat,major,Johann Baptist Wanhal,"Symphony, Bryan Bb2"
B-flat,major,Johann Baptist Wanhal,"Symphony, Bryan Bb3"
B-flat,major,Johann Baptist Wanhal,"Symphony, Bryan Bb4"
B-flat,major,Johann Baptist Wanhal,"Symphony, Bryan Bb5"
B-flat,major,Robert Volkmann,"Symphony No. 2, Op. 53 (1864-5)"
B-flat,major,Samuel Wesley,Symphony (1802)
B-flat,major,Alexander von Zemlinsky,Symphony No. 2 (1897)
B-flat,minor,Havergal Brian,Symphony No. 8 (1949)
B-flat,minor,Havergal Brian,Symphony No. 11 (1954)
B-flat,minor,Frederic Hymen Cowen,Symphony No. 4
B-flat,minor,Jānis Ivanovs,Symphony No. 1 (1933)
B-flat,minor,Dmitry Kabalevsky,"Symphony No. 3 , Op. 22 """"Rekviem"""" (text by Aseev) (1933)"
B-flat,minor,Miloslav Kabeláč,"Symphony No. 5 Dramatic, Op. 41 (1960)"
B-flat,minor,Edgar Stillman Kelley,"Symphony """"New England"""", op. 33 (premiered 1913)"
B-flat,minor,Tikhon Khrennikov,"Symphony No. 1, Op. 4 (1935)"
B-flat,minor,Sergei Lyapunov,"Symphony No. 2, Op. 66"
B-flat,minor,Albéric Magnard,"Symphony No. 3 , op. 11 (1896)"
B-flat,minor,Nikolai Myaskovsky,"Symphony No. 11, Op. 34 (1931)"
B-flat,minor,Nikolai Myaskovsky,"Symphony No. 13, Op. 36 (1933)"
B-flat,minor,Ottorino Respighi,"Sinfonia drammatica (1914-15), P.102"
B-flat,minor,Harald Sæverud,"Symphony No. 3, Op. 5"
B-flat,minor,Dmitri Shostakovich,"Symphony No. 13 """"Babi Yar"""", Op. 113 (1962)"
B-flat,minor,Maximilian Steinberg,"Symphony No. 2, Op. 8 (1909) In Memoriam Rimsky-Korsakov"
B-flat,minor,Alexander Taneyev,"Symphony No. 2, Op. 21  (1902)"
B-flat,minor,William Walton,Symphony No. 1 (1932–35)
B-flat,minor,Kurt Atterberg,"Symphony No. 9 Sinfonia Visionaria, Op 54 (1954-5)"
B-flat,minor,Borys Lyatoshynsky,"Symphony No. 4, Op. 64 (1963)"
B-flat,minor,Richard Wetz,"Symphony No. 3, Op. 48 (1920-2)"
B,major,Robert Farnon,"Symphony in B """"Ottawa"""" (1943)"
B,major,Ruth Gipps,Symphony No. 2
B,major,Joseph Haydn,Symphony No. 46 (1772)
B,major,Jef van Hoof,Symphony No. 4 (1950)
B,major,Erich Wolfgang Korngold,"Sinfonietta, Op. 5 (1912)"
B,major,George Lloyd,"Symphony No.4 """"Arctic"""" (1945-6)"
B,major,Georg Matthias Monn,Sinfonia (1740s)
B,major,Dmitri Shostakovich,"Symphony No. 2 """"To October"""", Op. 14 (1927)"
B,major,Leo Sowerby,Symphony No. 2 (1928)
B,major,Charles Tournemire,Symphony No. 2
B,major,Rued Langgaard,"Symphony No.3 """"The Flush of Youth"""" a.k.a """"La Melodia"""" (1915-6, rev 1926, 1934)"
B,minor,Anton Arensky,"Symphony No. 1, Op. 4  (1883)"
B,minor,Kurt Atterberg,"Symphony No. 1, Op. 3  (1909–11)"
B,minor,Carl Philipp Emanuel Bach,Symphony Wq.182:5 / H661 (commissioned in 1773)
B,minor,Wilhelm Berger,"Symphony No. 2, Op. 80"
B,minor,Alexander Borodin,"Symphony No. 2 (1869, rev 1877)"
B,minor,Rutland Boughton,Symphony No. 3 (1937)
B,minor,Fritz Brun,Symphony No. 1 (1908)
B,minor,Paul Büttner,Symphony No. 4  (1918)
B,minor,Alfredo Casella,"Symphony No. 1, Op. 5 (1905-6)"
B,minor,Edward Joseph Collins,Symphony Nos habebit humus (1929)
B,minor,Cornelis Dopper,Symphony No. 2 (1903)
B,minor,Wilhelm Furtwängler,"Symphony No. 1 (1938–1941, premiere 18 January 2000)"
B,minor,Niels Gade,"Symphony No. 8, Op. 47  (1871)"
B,minor,Florian Leopold Gassmann,Symphony (1769)
B,minor,Reinhold Glière,"Symphony No. 3, """"Ilya Muromets"""", Op. 42 (1908-11)"
B,minor,Alexander Gretchaninov,"Symphony No. 1, Op. 6 (1894)"
B,minor,Henry Kimball Hadley,"Symphony No. 3, Op. 60 (1906)"
B,minor,Alfred Hill,"Symphony No. 3 """"Australia"""" (1951)"
B,minor,Jānis Ivanovs,Symphony No. 8 (1956)
B,minor,Jan Kalivoda,Symphony No. 5 Op. 106 (1840/1?)
B,minor,Heino Kaski,Symphony (1919)
B,minor,Rued Langgaard,Symphony No. 1 BVN 32 (1908–11)
B,minor,Sergei Lyapunov,"Symphony No. 1, Op. 12 (1887)"
B,minor,Borys Lyatoshynsky,"Symphony No. 2, Op. 26 (1935–36, rev. 1940)"
B,minor,Borys Lyatoshynsky,"Symphony No. 3, Op. 50 (1951, rev 1955 with a new finale)"
B,minor,Miguel Marqués,Symphony No. 3
B,minor,Aarre Merikanto,"Symphony No. 1 , Op. 5 (1916)"
B,minor,Vano Muradeli,"Symphony No. 1 """"To the Memory of Kirov"""" (1938)"
B,minor,Nikolai Myaskovsky,"Symphony No. 7, Op. 24  (1921-2) (nominally in the key)"
B,minor,Nikolai Myaskovsky,"Symphony No. 22, Op. 54 (1941)"
B,minor,Ludolf Nielsen,"Symphony No. 1, Op. 3 (1902/03)"
B,minor,Karl von Ordonez,Symphony Brown I:Bm1
B,minor,Ignacy Jan Paderewski,"Symphony """"Polonia"""", Op. 24 (completed 1908)"
B,minor,Hubert Parry,'Symphonic Fantasia 1912' (Symphony No. 5) (1912)
B,minor,Wilhelm Peterson-Berger,Symphony No. 5 Solitude (1932–33)
B,minor,Johann Rufinatscha,Symphony No. 4 (1846)
B,minor,Joly Braga Santos,"Symphony No. 2, Op. 13 (1948)"
B,minor,Martin Scherber,Symphony No. 3 (1952–55)
B,minor,Franz Schubert,"Symphony No. 8, D 759 """"Unfinished"""""
B,minor,Dmitri Shostakovich,"Symphony No. 6, Op. 54 (1939)"
B,minor,Leo Sowerby,Symphony No. 2
B,minor,Louis Spohr,"Symphony No. 9, Op. 143 'Die Jahreszeiten' (1850)"
B,minor,Heikki Suolahti,Sinfonia Piccola (1935)
B,minor,Yevgeny Svetlanov,"Symphony No. 1, Op. 13 (1956)"
B,minor,Wilhelm Taubert,"Symphony, Op.80 (pub. 1851)"
B,minor,Pyotr Ilyich Tchaikovsky,"Manfred Symphony, Op. 58 (1885)"
B,minor,Pyotr Ilyich Tchaikovsky,"Symphony No. 6, Op. 74 """"Pathétique"""""
B,minor,Charles Tournemire,"Symphony No. 8, Op. 51 """"La Triomphe de la Mort"""""
B,minor,Max Trapp,"Symphony No. 2, Op. 15"
B,minor,Eduard Tubin,Symphony No. 5 (1946)
B,minor,Mieczysław Weinberg,"Symphony No. 3 , Op. 45 (1949-50, rev 1959)"
B,minor,Felix Weingartner,"Symphony No. 6, Op. 74 """"in Gedenken des 19. November 1828"""""
B,minor,Louis Vierne,"Organ Symphony No. 6 , Op. 59 (1930)"
B,minor,Claude Debussy,"Symphony in B minor (1880-1, two movements for piano four-hands, first movement orchestrated by Tony Finno)"
B,minor,Ernst Rudorff,"Symphony No. 3, Op. 50 (1910)"
