HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
03864	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	commersonii	White sucker										1617		12	454	wild	medium	acceptable						454
03865	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	macrocheilus	Largescale sucker												15	454	wild	medium	acceptable						454
03866	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	microps	Modoc sucker												18	454	wild	medium	acceptable						454
03867	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	occidentalis	Sacramento sucker												10	1	wild	medium	acceptable						1
03868	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	platyrhynchus	Mountain sucker	1277	1003										9	454	wild	medium	acceptable						454
03869	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	rimiculus	Klamath smallscale sucker												9	454	wild	medium	acceptable						454
03870	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Catostomus	tahoensis	Tahoe sucker												15	454	wild	medium	acceptable						454
03871	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Chasmistes	cujus	Cui-ui	5657	5657								1496		41	454	wild	medium	acceptable						454
03872	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Chasmistes	liorus	June sucker												40	454	wild	medium	acceptable						454
03873	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Cycleptus	elongatus	Blue sucker												13	454	wild	medium	acceptable						454
03874	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Cycleptus	meridionalis	Southeastern blue sucker												33	454	wild	medium	acceptable						454
03875	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Deltistes	luxatus	Lost river sucker												18	454	wild	medium	acceptable						454
03876	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Erimyzon	oblongus	Creek chubsucker												6	454	wild	medium	acceptable						454
03877	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Hypentelium	nigricans	Northern hog sucker	1000	700								700		11	454	wild	medium	acceptable						442,454
03878	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Hypentelium	roanokense	Roanoke hog sucker												5	454	wild	medium	acceptable						454
03879	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Ictiobus	bubalus	Smallmouth buffalo										20515		39	1402	wild	medium	acceptable						454,1402
03880	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Ictiobus	cyprinellus	Bigmouth buffalo	3287	2191								17545		112	1378	wild	medium	acceptable						454,1378
03881	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Ictiobus	niger	Black buffalo										15785		24	454	wild	medium	acceptable						454
03882	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Minytrema	melanops	Spotted sucker										676.5		6	454	wild	medium	acceptable						454
03883	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	anisurum	Silver redhorse										5940		10	454	wild	medium	acceptable						454
03884	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	breviceps	Hookfin redhorse	1460	1460								750		8	442	unknown	medium	questionable						442
03885	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	carinatum	River redhorse	1095	1095			14500					3089		12		unknown	medium	questionable						442,454
03886	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	duquesnii	Black redhorse	1095	1095								1250		10	454	wild	medium	acceptable						442,454
03887	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	erythrurum	Golden redhorse										2244		11	454	wild	medium	acceptable						454
03888	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Moxostoma	macrolepidotum	Shorthead redhorse										2194.5		9	454	wild	medium	acceptable						454
03889	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Thoburnia	atripinnis	Blackfin sucker												4	454	wild	medium	acceptable						454
03890	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Thoburnia	hamiltoni	Rustyside sucker												5	454	wild	medium	acceptable						454
03891	Animalia	Chordata	Teleostei	Cypriniformes	Catostomidae	Thoburnia	rhothoeca	Torrent sucker												7	454	wild	medium	acceptable						454
03892	Animalia	Chordata	Teleostei	Cypriniformes	Cobitidae	Misgurnus	fossilis	Weatherfish, or Loach												21.7	520	captivity	small	acceptable						520
03893	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Aspius	aspius	Asp	1277	1277								4950		11	454	wild	medium	acceptable						454
03894	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Barbus	bynni	Barb												16.3	520	captivity	small	acceptable						520
03895	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Barbus	mattozi	Papermouth										745.25		9	454	wild	medium	acceptable						454
03896	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Barbus	treurensis	Treur barb												6	454	wild	medium	acceptable						454
03897	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Carassius	auratus	Goldfish												41	1	wild	medium	acceptable						1,401,402
03898	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Ctenopharyngodon	idella	Silver orfe	1520	1460								24750		21	523	unknown	medium	acceptable						454,523
03899	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Cyprinus	carpio	Common carp	1095	1095	4		300000					10600		47	1	captivity	large	acceptable						1,104,442
03900	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Danio	rerio	Zebra danio or zebrafish												5.5	3	captivity	large	high						3,70,71,140,141,482,607,662,802,1094,1105,1167,1168,1251
03901	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Gobio	gobio	Gudgeon												8	454	wild	medium	acceptable						454
03902	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Labeo	altivelis	Rednose labeo										1980		9	454	wild	medium	acceptable						454
03903	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Labeo	rohita	Rohu	1073	985								24750		10	454	wild	medium	acceptable						454
03904	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Labeobarbus	aeneus	Smallmouth yellowfish										4310.35		12	454	wild	medium	acceptable						454
03905	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Leuciscus	cephalus	European chub	1825	1277								4400		22	454	wild	medium	acceptable						454
03906	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Notropis	buccatus	Silverjaw minnow												3	454	wild	medium	acceptable						454
03907	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pseudobarbus	burchelli	Burchell's redfin												6	454	wild	medium	acceptable						454
03908	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhinichthys	cobitis	Loach minnow												5	454	wild	medium	acceptable						454
03909	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhodeus	sericeus	Bitterling	912	912										5	454	wild	medium	acceptable						454
03910	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Abramis	brama	Bream	2007	1825								3305.5		23	454	wild	medium	acceptable						454,584
03911	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Campostoma	oligolepis	Largescale stoneroller												5	454	wild	medium	acceptable						454
03912	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Chondrostoma	nasus	Sneep										825		15	454	wild	medium	acceptable						454
03913	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Chrosomus	cumberlandensis	Blackside dace												4	454	wild	medium	acceptable						454
03914	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Chrosomus	eos	Northern redbelly dace												3	454	wild	medium	acceptable						454
03915	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Chrosomus	erythrogaster	Southern redbelly dace												3	454	wild	medium	acceptable						454
03916	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Chrosomus	neogaeus	Finescale dace												6	454	wild	medium	acceptable						454
03917	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Clinostomus	elongatus	Redside dace												4	454	wild	medium	acceptable						454
03918	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Couesius	plumbeus	Lake chub	1095											5	454	wild	medium	acceptable						454
03919	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Cyprinella	analostana	Satinfin shiner												4	454	wild	medium	acceptable						454
03920	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Cyprinella	galactura	Whitetail shiner												4	454	wild	medium	acceptable						454
03921	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Cyprinella	lutrensis	Red shiner												2	454	wild	medium	acceptable						454
03922	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Cyprinella	spiloptera	Spotfin shiner												5	454	wild	medium	acceptable						454
03923	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Cyprinella	whipplei	Steelcolor shiner												3	454	wild	medium	acceptable						454
03924	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Exoglossum	laurae	Tonguetied minnow												4	454	wild	medium	acceptable						454
03925	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Exoglossum	maxillingua	Cutlip minnow												2	454	wild	medium	acceptable						454
03926	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Gila	orcuttii	Arroyo chub												4	454	wild	medium	acceptable						454
03927	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Gila	robusta	Roundtail chub												8	454	wild	medium	acceptable						454
03928	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Lepidomeda	mollispinis	Virgin spinedace												3	454	wild	medium	acceptable						454
03929	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Leucaspius	delineatus	Belica												2	454	wild	medium	acceptable						454
03930	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Leuciscus	idus	Ide	2007	1825								2200		29.8	583	captivity	large	acceptable						454,583
03931	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Leuciscus	leuciscus	Common dace	1216	1186								550		16	454	wild	medium	acceptable						454
03932	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Luxilus	chrysocephalus	Striped shiner												4	454	wild	medium	acceptable						454
03933	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Luxilus	coccogenis	Warpaint shiner	1095	1095			525							5	442	wild	medium	acceptable						442
03934	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Luxilus	cornutus	Common shiner												4	454	wild	medium	acceptable						454
03935	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Luxilus	zonatus	Bleeding shiner												3	454	wild	medium	acceptable						454
03936	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Lythrurus	roseipinnis	Cherryfin shiner												1	454	wild	medium	acceptable						454
03937	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Lythrurus	umbratilis	Redfin shiner												3	454	wild	medium	acceptable						454
03938	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Macrhybopsis	aestivalis	Speckled chub														unknown	small	low						454
03939	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Margariscus	margarita	Pearl dace												4	454	wild	medium	acceptable						454
03940	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Nocomis	biguttatus	Hornyhead chub												4	454	wild	medium	acceptable						454
03941	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Nocomis	leptocephalus	Bluehead chub												4	454	wild	medium	acceptable						454
03942	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Nocomis	micropogon	River chub	730	730										5	442	wild	medium	acceptable						442
03943	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Nocomis	raneyi	Bull chub												5	454	wild	medium	acceptable						454
03944	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notemigonus	crysoleucas	Golden shiner												9	520	wild	medium	acceptable						520
03945	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	albizonatus	Palezone shiner												3	454	wild	medium	acceptable						454
03946	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	anogenus	Pugnose shiner												3	454	wild	medium	acceptable						454
03947	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	atherinoides	Emerald shiner												4	454	wild	medium	acceptable						454
03948	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	baileyi	Rough shiner												4	454	wild	medium	acceptable						454
03949	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	blennius	River shiner												4	454	wild	medium	acceptable						454
03950	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	buchanani	Ghost shiner												2	454	wild	medium	acceptable						454
03951	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	candidus	Silverside shiner												2	454	wild	medium	acceptable						454
03952	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	heterodon	Blackchin shiner												3	454	wild	medium	acceptable						454
03953	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	heterolepis	Blacknose shiner														unknown	small	low						454
03954	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	hudsonius	Spottail shiner												5	454	wild	medium	acceptable						454
03955	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	maculatus	Taillight shiner														unknown	small	low						454
03956	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	nubilus	Ozark minnow												4	454	wild	medium	acceptable						454
03957	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	perpallidus	Peppered shiner												4	454	wild	medium	acceptable						454
03958	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	petersoni	Coastal shiner												4	454	wild	medium	acceptable						454
03959	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	procne	Swallowtail shiner												3	454	wild	medium	acceptable						454
03960	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	rubellus	Rosyface shiner												3	454	wild	medium	acceptable						454
03961	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	rubricroceus	Saffron shiner					750							5	442	unknown	medium	acceptable						442
03962	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	semperasper	Roughhead shiner												4	454	wild	medium	acceptable						454
03963	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	stramineus	Sand shiner												3	454	wild	medium	acceptable						454
03964	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	texanus	Weed shiner												3	454	wild	medium	acceptable						454
03965	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	topeka	Topeka shiner												3	454	wild	medium	acceptable						454
03966	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Notropis	volucellus	Mimic shiner												2	454	wild	medium	acceptable						454
03967	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Oreoleuciscus	humilis	Dwarf altai osman										13.75		15	454	wild	medium	acceptable						454
03968	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Oreoleuciscus	potanini	Altai osman	3102	3102								5500		40	454	wild	medium	acceptable						454
03969	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Pelecus	cultratus	Ziege	1460	1095								1100		11	454	wild	medium	acceptable						454
03970	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Phenacobius	crassilabrum	Fatlips minnow	365	365										3	442	unknown	medium	acceptable						442
03971	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Phenacobius	mirabilis	Suckermouth minnow												3	454	wild	medium	acceptable						454
03972	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Phoxinus	phoxinus	Minnow	1277	1277										13	454	wild	medium	acceptable						454,520
03973	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Pimephales	notatus	Bluntnose minnow												5	454	wild	medium	acceptable						454
03974	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Pimephales	promelas	Fathead minnow	60	60	5		4500							2	1	wild	medium	acceptable						1,442
03975	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Plagopterus	argentissimus	Woundfin												4	454	wild	medium	acceptable						454
03976	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Pteronotropis	hubbsi	Bluehead shiner												2	454	wild	medium	acceptable						454
03977	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Ptychocheilus	lucius	Colorado pikeminnow												12	454	wild	medium	acceptable						454
03978	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Relictus	solitarius	Relict dace												5	454	wild	medium	acceptable						454
03979	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Rhinichthys	atratulus	Blacknose dace	365	365			750							4	454	wild	medium	acceptable						442,454
03980	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Rhinichthys	cataractae	Longnose dace	1095	1095										5	454	wild	medium	acceptable						442,454
03981	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Richardsonius	egregius	Lahontan redside												5	454	wild	medium	acceptable						454
03982	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Rutilus	frisii	Kutum										2750		12	454	wild	medium	acceptable						454
03983	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Rutilus	rutilus	Roach	1095	730								1012		14	454	wild	medium	acceptable						454,524
03984	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Scardinius	erythrophthalmus	Pearl roach	1460	1095								1153.35		19	454	wild	medium	acceptable						454
03985	Animalia	Chordata	Teleostei	Cypriniformes	Leuciscidae	Semotilus	atromaculatus	Creek chub	1095	1095			50							8	454	wild	medium	acceptable						442,454
03986	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	adloffi	Annual fish												3.7	524	unknown	medium	acceptable	0.07	0.1				2,524,660,666
03987	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	bellottii	Argentine pearlfish												3		unknown	medium	acceptable						454,523,524,664,665,666
03988	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	nigripinnis	Blackfin pearlfish												1	454	wild	medium	acceptable						454,662
03990	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	furzeri	Turquoise killifish		28										1.1	1120	captivity	large	acceptable						654,663,832,889,929,933,1113,1120,1197,1198,1227,1228,1259,1272,1360
03991	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	guentheri	Gunther's nothobranch		78										2.3	661	captivity	medium	acceptable						654,655,656,657,658,659,660,661,1196,1254
03992	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kilomberoensis	Kilombero												0.8	Alessandro Cellerino, pers. comm.	captivity	small	acceptable						
03993	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	korthausae	Korthaus' killifish												1.6	1137	captivity	medium	acceptable						1137,1138
03994	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kuhntae	Beira killifish		49										1.2	1120	captivity	medium	acceptable						654,1120
03995	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	rachovii	Bluefin notho												1.5	1120	captivity	medium	acceptable						654,662,1120
03996	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	macularius	Desert pupfish												2	454	wild	medium	acceptable						454
03997	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	radiosus	Owens pupfish												2	454	wild	medium	acceptable						454
03998	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	tularosa	White sands pupfish												5	1	wild	medium	acceptable						1
03999	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	catenatus	Northern studfish												5	442	unknown	medium	acceptable						442
04000	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	parvipinnis	California killifish												3	454	wild	medium	acceptable						454
04001	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	seminolis	Seminole killifish												2	454	wild	medium	acceptable						454
04002	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	zebrinus	Plains killifish												3	454	wild	medium	acceptable						454
04003	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Leptolucania	ommata	Pygmy killifish												2	454	wild	medium	acceptable						454
04004	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Lucania	goodei	Bluefin killifish												2	454	wild	medium	acceptable						454
04005	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Gambusia	affinis	Mosquitofish	90	90										3		unknown	medium	acceptable						442,454,524
04006	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Poecilia	reticulata	Guppy		74										5	454	wild	medium	acceptable	0.07	0.8				2,97,98,99,100,101,102,103,454,461,692,693,1143,1150
04007	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Poeciliopsis	occidentalis	Gila topminnow												1	454	wild	medium	acceptable						454
04008	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Xiphophorus	hellerii	Green swordtail	304	304										5	1464	captivity	small	questionable						454,1464
04009	Animalia	Chordata	Teleostei	Elopiformes	Megalopidae	Megalops	atlanticus	Tarpon	3102	3650								88550		55	22	wild	medium	acceptable						22,454
04010	Animalia	Chordata	Teleostei	Elopiformes	Megalopidae	Megalops	cyprinoides	Oxeye										9900		44	1	wild	medium	acceptable						1,454
04011	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	lucius	Northern pike	1116	889								15620		30	454	wild	medium	acceptable						454
04012	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	masquinongy	Muskellunge	1825	1460								17490		30	454	wild	medium	acceptable						454
04013	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	niger	Chain pickerel	912	912								2337.5		9	454	wild	medium	acceptable						454
04014	Animalia	Chordata	Teleostei	Esociformes	Umbridae	Dallia	pectoralis	Alaska blackfish	912	912								201.3		8	454	wild	medium	acceptable						454
04015	Animalia	Chordata	Teleostei	Esociformes	Umbridae	Umbra	limi	Central mudminnow												4	454	wild	medium	acceptable						454
04016	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Boreogadus	saida	Arctic cod		912										7	454	wild	medium	acceptable						454
04017	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Brosme	brosme	Cusk	3285	3285								16500		20	454	wild	medium	acceptable						454
04018	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Ciliata	mustela	Fivebeard rockling												3	454	wild	medium	acceptable						454
04019	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Eleginus	gracilis	Saffron cod	912	912								605		12	454	wild	medium	acceptable						454
04020	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Enchelyopus	cimbrius	Fourbeard rockling	1095	1095										9	454	wild	medium	acceptable						454
04021	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadiculus	argenteus	Silvery pout												3	454	wild	medium	acceptable						454
04022	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	chalcogrammus	Alaska pollock	1277	1095								770		15	454	wild	medium	acceptable						454
04023	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	macrocephalus	Pacific cod	1514									12485		18	454	wild	medium	acceptable						454
04024	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	morhua	Atlantic cod	790	778								52800		25	454	wild	medium	acceptable						454,585
04025	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	ogac	Greenland cod	1277	1277										12	454	wild	medium	acceptable						454
04026	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Lota	lota	Burbot	1460	1095								18700		20	454	wild	medium	acceptable						454
04027	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Melanogrammus	aeglefinus	Haddock	602	620								9240		20	454	wild	medium	acceptable						454,585
04028	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Merlangius	merlangus	English whiting	730	730								1700		20	454	wild	medium	acceptable						454
04029	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Micromesistius	poutassou	Blue whiting	602	602								456.5		20	454	wild	medium	acceptable						454,585
04030	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Molva	dypterygia	Blue ling	3650	3650								16500		25	454	wild	medium	acceptable						454,585
04031	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Molva	macrophthalma	Mediterranean ling												20	454	wild	medium	acceptable						454
04032	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Phycis	blennoides	Greater forkbeard										1947		20	454	wild	medium	acceptable						454
04033	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Pollachius	pollachius	European pollock										9955		8	454	wild	medium	acceptable						454
04034	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Pollachius	virens	Pollock	730	839								17600		25	454	wild	medium	acceptable						454,520
04035	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Trisopterus	esmarkii	Norway pout	693	693										5	454	wild	medium	acceptable						454
04036	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Trisopterus	luscus	Pout whiting	365	730										4	454	wild	medium	acceptable						454
04037	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Urophycis	tenuis	Mud hake	510	510								11550		23	454	wild	medium	acceptable						454,584
04038	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Albatrossia	pectoralis	Giant grenadier												56	22	wild	medium	acceptable						22,454
04039	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Coryphaenoides	acrolepis	Roughscale rattail												73	22	wild	medium	acceptable						22,454
04040	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Coryphaenoides	rupestris	Rock grenadier	3650									929.5		54	454	wild	medium	acceptable						454
04041	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Macrourus	berglax	Onion-eye grenadier	5402											25	454	wild	medium	acceptable						454
04042	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Macrourus	carinatus	Ridge scaled rattail												19	454	wild	medium	acceptable						454
04043	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Macruronus	novaezelandiae	Blue grenadier	2007	1642								825		25	454	wild	medium	acceptable						454
04044	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	australis	Southern hake	2859	2615										30	454	wild	medium	acceptable						454
04045	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	bilinearis	Silver hake	602	602								1265		12	454	wild	medium	acceptable						454
04046	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	gayi	Chilean hake	730	730										13	454	wild	medium	acceptable						454,585
04047	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	merluccius	European hake	1095	1095								8250		20	454	wild	medium	acceptable						454,585
